objectid,title,creator,date,description,subject,location,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
leighhunttitle_th,"Leigh Hunt Title Page",J.H. Leigh Hunt,1784-1859,"The title page of The Leigh Hunt Hair Book. Image of Leigh Hunt accompanying text reading: Collection of Hair Formed by J.H. Leigh Hunt. On second page; the image and hair of Charles Lamb.",leigh hunt; hair; romanticism,Austin Texas,,,"HRC The University of Texas at Austin",STARK_6693_STK,StillImage,image-jpeg,eng,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",https://rightsstatements.org/page/NoC-US/1.0/?language=en,image,/objects/leigh-hunt-title_th.jpeg,/objects/small/leighhunttitlepage_th.jpeg,,,
